label,tweet,id
2,bluesapphireearrings 18kyellowgoldclipondiamond alexandra earrings in emerald crystal on emma <url>,231
1,<username> she like imma stop talking to you because you vibing in them headphonestalk to me and come get this pussy in other words,232
0,& 8220 <username> just got done with my last final and im walkin around campus like i own this place & 8221 queer,233
1,its funny how these hoes will be texting yo phone all day and then 3 days later have a boyfriend & 128514,234
2,rt <username> almost 83 % of children in balochistan have never been to school followed by 80 % in sindh 75 % in kp and 60 % in punjab & 8230,235
1,& 8220 <username> & 8220 <username> <username> bitch i called yu back & 8221 the lies & 128564 & 8221 & 127797,236
1,since you gave me the pussy that ass getting fatter,237
1,one time for the illest bitch alive,238
1,got my shit changed doe find the pw now bitches haha,239
1,rt <username> money is the baddest bitch i know,240
1,never bring these hoes to my house cause these bitches talk,241
1,rt <username> & 128514 & 128514 & 128514 & 128514 rt & 8220 <username> wtf this bitch broke her arm eery time she hit the shit <url>,242
1,rt <username> & 8220 <username> if youve only seen my couch not my bed then you my hoe & 8221 & 128514 & 128514,243
2,bought this lp in manchester the other week had no idea it was coloured vinyl man what a steal vinylgasm remachined,244
1,two horny guys take turns beating the shit out of a tight teen pink & 160pussy <url>,245
1,bitches bitches bitches,246
1,im a wigger,247
1,if anyone ever gets an attitude or w e with me idgaf who it is i am going to be a bitch right back & 128076 & 128076,248
1,rt <username> flirting with bitches on twitter like <url>,249
1,rt <username> if my jokes offend you 1 im sorry 2 it wont happen again 3 1 & amp 2 are lies 4 youre a pussy,250
1,<username> sounds like there are some major bitches in your area,251
1,rt <username> after these shows yall bitches imitate n wonder u i say d things i say,252
1,i just fell in love just saw the baddest bitch driving a 2014 e350 amg coupe & 128525 & 128525 & 128525 & 128525 & 128525 & 128525 & 128525 & 128525 & 128525 & 128525 & 128525 & 128525,253
1,rt <username> fuk being on some chill shit i go 0 to 100 hoes real quick & 128526,254
1,rt <username> bitches cant finish a 6 inch sub but want a 12 inch dick,255
1,the big lips was in the ad bitch,256
2,want to go get this brownie im stuck doe,257
1,<username> i am lowkey tired if you tired be quiet and go to sleep hoe,258
1,rt <username> cheating aint no accident hoe fallin off a bike is a accident i aint never seen a bitch trip & amp land on no dick,259
2,pinto grigio dreams turned into moscato reality,260
1,shouldnt be living rt <username> stank pussy should never be ate,261
1,all theses hoes on me they so phony & 128534,262
2,if the yankees cant beat the red sox they dont even deserve to be in the playoffs yankees redsox mlb,263
1,that son of a bitch moment when your walking through your house in the dark and stub your little toe on the wall,264
2,<username> some weird local ghetto school haha,265
1,look at them hoes man fuck them hoes niggah lets get smoked,266
1,cut that bitch off,267
1,i dont _ rt <username> light skin bitches will have 30 unread texts & amp still tweet nobody to talk to you bitches is outta control,268
1,rt <username> bradshaw aint no hoe,269
1,<username> follow me bitch lol u too good to follow back ha ha,270
1,rayrice is still a bitch <username> got this one wrong women fans should be livid noexcuses,271
2,rt <username> you sure do have a pretty face for a cripple,272
1,rt <username> & 8220 <username> <username> i sang for you you nazi & 8221 beaner,273
1,rt <username> <username> i do not love these hoes,274
1,i just wanna fuck bad bitches,275
1,yall entertained by these bitch az niggas hitting women smh who raised you,276
1,these bitches climb on me climb on me & 128523 & 128524,277
2,no cuz redskins are dumpster juice rt <username> game of the week still the best rivalry in sports,278
2,rt <username> hungover and feeling yyyyyeelllloooowwwwww <username> <username> dbh yellow <url>,279
2,i need sleep but cant seem to get that place that lets you clam down and sleep,280
1,got a red ass bitch wid a red ass pussayyy,281
1,yay im a redneck piece of shit sorrynotsorry,282
1,rt <username> fuck bitches get touchdowns,283
0,goes to olive garden turns into a cracker <username> goes black friday shopping turns into a nigger,284
0,nigga just had them crackers on a chase,285
1,haha bitch ass gucci,286
1,hahahaha fucking pussies <username> <username> <username>,287
1,rt <username> retweet if ur dick will choke a bitch & 128514,288
2,rt <username> i got gatorades twinkies rice puddings pringles and cookies & 128525 & 128555,289
1,<username> bitch im gretchen weiners i do what i want,290
1,you fucking pussy you couldnt even beat your dick angry youtube comment,291
1,rt <username> cinco de mind yo own damn business bitch,292
1,i grew up with niggahs dont trust no niggah no love for niggahs,293
1,goofy ass lmfaoo make a niggah laugh,294
1,rt <username> get real & fucking fight or dont play me i dont play with pussy ass niggas,295
1,having sex with a guy wont keep him around for you dumb hoes who think that theres plenty pussy just gotta have a guy who wont give in,296
1,thank god fob didnt come back doing some shitty arena tour iwaited 5yearsforfobandiallgotwasthisshittyarena sykeeee,297
1,<username> only when ur around me & 128523 gotta keep dat scent to keep filthy niggers away,298
1,& 8220 <username> we out brooklyn bound wit this money feelin like yung jeezy in this bitch & 128299 & 128299 <url> lmaoooo,299
1,mum agrees with me ur being a wee moody cunt and you cani deal with the fact im right dadsbeingsilly,300
1,<username> im so tipsy i just tried to relate hoes to mild sauce and make it relevant lol,301
2,i was in love with charlie & 128553,302
1,<username> <username> why would a white man even go to a nigger hell hole of detroit an ive worked in a town how yall good niggers,303
1,<username> haha how much are you payed to constantly not know what youre talking about dumb ass & 128514 & 128076 wade is trash,304
1,& 8220 <username> <username> smh they gotta grow up & 128514 at least you know these bitches want to be you & 128524 & 8221 i swear & 9994,305
1,& 8220 <username> who clothes in the dryer im tryna dry my clothes & 8221throw them hoes out,306
1,rt <username> im a bitch when im hungry,307
1,i got 05 of rain yesterday including the bird shit in my gauge,308
2,<username> in that picture yes i havent had an updated pic added the angel wing is colored now too and thanks represents what i am,309
1,rt <username> 1234 how many niggers are in my store i knowwwww your stealing & 128514 & 128514 & 128514 that vine still be having me weak,310
0,guy complains to me gays are oversensitive my response and look at you complaining like little pussy waahh waahh hypocrite,311
2,stop smokin bathsalt charlie brown rejectedpeanutsspecials,312
2,im telling you man rt <username> roethlisberger got his record expunged and became trash,313
1,that bitch,314
1,what i do <username> gotta report you as spam rt <username> ladies rt if your head game better than your pussy,315
1,rt <username> all you hoes wake up,316
1,only fw bad bitches iont do no mediocre,317
1,rt <username> lana uses the term bad bitch in a uv track ive never been more proud,318
1,ima tear that pussy uuuup,319
1,rt <username> customers at like you make the prices like no bitch i dont,320
0,<username> niggas probably be watching me like look at this uncle tom ass rasta,321
1,good dick tattoos bitches like dat talk to dem any kind of way the bitches like dat,322
1,rt <username> & 8220 <username> next person i see tweeting that bitch shitting on herself im unfollowing you & 8221,323
1,rt <username> hate shit like this bitch cant make a decent meal but can take a hell of a thirst trap <url>,324
1,<username> <username> <username> i think hes retarded or somethin <url>,325
1,rt <username> <username> <username> sharpton went from being a big fat snitch to a skinny bitch either way hes nothing but a carni & 8230,326
1,cant trust every face bitch you gotta watch em,327
0,<username> fight me 1 on 1 ur choice of game faggot see what happens,328
1,been hooping all day tired than bitch,329
0,you some type of special faggot if you bring chocolate swishers to a smoke session,330
1,<username> these hoe ass niggas aint get nobody in free agency,331
1,rt <username> i swear that bitch can not talk but i love her attitude bruh lhhatl,332
1,hey morons at foxnews and foxandfriends was it political when bush raised terror threat right before the election lmao at u teabaggers,333
1,find waldo at escape bitches & 128308 & 9898 & 65039 & 128309 & 127926 & 10024 & 128588 <url>,334
2,rt <username> emma watson theoscars 2014 & 128515 & 128515 <url>,335
1,spark these bitches interests,336
1,annie you crazy hoe & 128514 & 128514 & 128514,337
1,rt <username> <username> <username> youre tweeting at the cringiest people in darth here and dana is our bitch lmao she follows our r & 8230,338
1,<username> <username> <username> shes a right twat id tell you honestly sky honestly & 128520 & 127829,339
1,<username> we some hoes bruhhh lol,340
1,this fat bitch just said next time dont forget my potato chips & 128514 & 128514,341
1,<username> pimpinkendotnet sell a bitch pussy til its drip drop wet the vet not the pet hey bitch,342
0,every spic cop in losangeles has raped or has thought about raping a white woman thats why those halfbreeds get jobs as pigs,343
1,omg this bitch is fucking stupid i swear blah blah blah a week later omg ilysm bae ur my best friend i swear,344
1,so what if she a hoe in her city if she make you happy move her to montana and be happy for the rest of y & 8217all days,345
1,i just cant imagine myself being albino haha,346
1,rt <username> only ugly girls can fight pretty bitches have no hands lol,347
1,this shit so trash lol,348
2,this cowboys an redskins game was a hell of a game,349
1,rt <username> was crazy about her got to know her she was a bitch felt betrayed by my judgment,350
1,never leave your trust in a bitch,351
1,go utes you got playboy bitches disrespectful players and a bunch of spoiled hipsters at your school so im cheering for you not,352
1,been a trill nicca since a lil nicca,353
1,<username> ugly bitches be like im my own wcw duh bitch you aint nobody elses & 128514 & 128514,354
1,value your moneyvalue your dickdont buy trashdont fuck trash,355
1,<username> ol dirty foot ass bitches this was too funny to me,356
1,idk whats worse then a broke hoe with potential,357
1,type of nicca owe yu money but still ask you to go n on a blunt,358
1,rt <username> hot pockets & gt hoes,359
1,<username> <username> <username> <username> poor 5sos has annoying ass cunts as fans they dont care about you at all you know,360
1,<username> bitch ill fuck you up,361
1,<username> she was the principle for a ghetto elementary school i doubt it but fingers crossed & 128527,362
1,these bitches fake one min talking about a hoe next min bestfriends with the hoe,363
1,nah my nigga just tried to set me up with the ugliest bitch of all time at the club just now we officially aint friends no more dawg wtf,364
1,rt <username> & 8220 <username> only real niggas know no matter how hungry you are you better let these bitches cool off <url>,365
2,rt <username> poll florida governor rick scott is leading charlie crist by five points <url>,366
2,that front flip was trash thats how i front flip into the swimming pool and land on my back every time,367
1,<username> lmao 6 & 82420 but i & 8217m hella skinny so bitches don & 8217t like me,368
1,i already know im about to buy so many bitches drinks tonight that ill never fuck but lifes all about hits and misses gotta take chances,369
1,<username> let the hoes tell it man,370
1,got your bitch over here combing my hair for me <url>,371
1,<username> <username> sighs 1 not a bitch im a woman learn the difference 2 i know im fat 3 its called a scarf dumbass,372
1,rt <username> yall want foreign bitches sooo bad but cant even pull local hoes,373
1,are you serious right now hypocritical and double standards fuck outta my face with that trash,374
1,<username> ahh i see im still a rook about the knowledge of the hoe but im progressing,375
2,yall sleep on shy glizzy & 128564 young jefe & 128520,376
1,<username> aint say its wrong but its just as stupid as hoes showing up to get attention from dudesno one is bigger than the game,377
1,poor leohe cant help havin resting bitch face i feel ya home skillet biscuit,378
1,nigga hungry then a bitch too,379
0,cussed out by a fat redneck on the last day yolo <username> <username> <username> & 128514 & 128514,380
1,youre being a cunt right now <username>,381
1,<username> cmon pussy,382
1,girl like 19 pics of mine on instagram this morning while i was working when i saw that i thought this bitch need a life,383
2,& 8220 <username> thats my fav part on take care & 8221whole album trash,384
1,bitches will be bitches,385
1,teach me rt <username> you really be fucking bitches brah,386
1,rt <username> niggas be like & 128663___ & 128659 fuck there go the 5o __ & 128663___ & 128659__ be cool son ___ & 128663 & 128659___ man fuck ___ & 128659___ & 128663___ bitch as & 8230,387
1,used the dollar menu & amp spectate at the mall but now im buying that bitch out cause shit i want it all,388
2,rt <username> darn trash man he beat me to the good stuff again <url>,389
1,rt <username> theres only one bae at the end of the day & 128584 & 128175 & 128149 & 128571 cause she ride for me unlike you other bitches,390
1,& 8220 <username> <username> you wont have to herd for hoes no more lol & 8221 lmao i hope not this shit schressful,391
0,<username> and <username> are faggots kbye,392
1,megatron mustve fucked stafford bitch or something he will not throw my mans the ball,393
2,<username> <username> <username> hey teabagger the law made it a felony to keep and collect the records get your facts straight,394
2,<username> hmu negro,395
1,& 8220 <username> we dont love these hoes <url> <username> & 128076,396
1,<url> evilyn fierce & 8211 naughty girl next door pummels her pussy with a purple & 160toy <url>,397
1,so far today every time i try to load an article from the blaze on twitter the site crashes wtf is selibus doing now the cunt,398
2,thinking bout those oysters at the gator bait tho & 128533,399
2,<username> overdosing on heavy drugs doesnt sound bad tonight i do that pussy shit every day,400
1,last year i cuffed that bitch well now its ovaaaaaa,401
1,bitches be happy about burger king pollo tropical on lunch break at work but act like dinner with new niggaz gotta be upscale,402
2,hugs or kisses & 8212 hugs it gives you a warm fuzzy feeling <url>,403
1,rt <username> got kicked out of aa classes bc i laughed at a guy and called him a pussy for blacking out every time he drank,404
2,tattoos are about expression not meaning one mans trash is another mans treasure & 128161 & 128176,405
1,double up on that blow bitch,406
1,<username> my niggah my niggah lol,407
1,having a bitch come in handy during times like this & 128533,408
1,<username> <username> & lt & lt whered you go big mouth bitch busy choking on that cock i told you to find,409
1,rt <username> shego was the baddest bitch of my childhood & 128293 <url>,410
1,rt <username> you get drunk with a bitch and u try and grab her ass she get all offended well excuse me bitch i thought u were a hoe,411
1,<username> thats a good choice except all the whale bitches youd fuck would get pregnant,412
1,<username> you da realest bitch out here amber,413
1,subtweettweettweettweet cuz skinny niggah but my dick long,414
1,bitch live a little,415
1,rt <username> you say & 8220potato & 8221 your pimp says & 8220put out ho & 8221,416
1,wallofthewasatch bitch,417
1,to many dumb hoes in milwaukee,418
1,this bitch needs to turn off her shitty music & 128544,419
1,rt <username> this bitch needs to be ray riced <url>,420
1,rt <username> you a faggot if you use uber because real niggas drive drunk,421
1,<username> these bitches drippin sauce,422
1,<username> bitch you hella late i went yesterday lol,423
1,i swear i hate when im somewhere and a woman catches my rubberband that clearly says kappa alpha psi and ask me am i a kappa yes bitch lol,424
