label,tweet,id
1,Son of a bitch #thunder,40
1,Can't save these hoes,41
1,Easy Congo! RT @80sbaby4life Fuckin faggot RT @HumbltonBanks: All though I eat my lunch on the road frequently,42
1,@kayysavage bitch &amp; if they wasnt &#128514;&#128557;,43
2,I have to dress up tomorrow for mock interviews and I still don't know how to tie the tie &#128530;,44
1,Photo: My mains @riri22barbie @georgegia yessssss #ladykimora turntup. #vegas bitches &#128525;&#128525; http://t.co/QecHHKO42q,45
1,Walk out that bitch like RT @MKellyRedmen25: Just murdered that test! http://t.co/XYiVSRbsop,46
1,RT @ruckin_andrew: This bitch has a death grip on this niggas balls. Smh http://t.co/uh6OSApcMw,47
1,@SkinnyKenny13 @Zaytovenn__ shiddd add me I a turn that bitch up lmao,48
2,"@Brelston I realized it's the one on Link's Awakening too, so you killed two birds with one stone. Unless you're getting the Wind Fish too.",49
1,@D_41395 bitch don't b a hypocrite,50
1,"RT @BobbyBlu_Band: Note about 300&#247;30 days in a month, these hoes selling pussy for $10 a pop lol. http://t.co/1tDZ1eQ3vM",51
1,"RT @Hi_Slick: bitch you better play w/ this 

d
 i
i
 i
i
 i
i
 i
i
 i
i
c
k",52
1,"Hate when bitches tryna put you in the friendzone...bitch I'm tryna score, put me in the end-zone",53
1,"RT @BigBagOfScum: I'm gonna start my own web MD site and the only three diagnosis are-

Quit being a pussy
Lay off the drugs
Call 911",54
0,"RT @TheOnlyReed: IDC what phone u got, lol silly nigger",55
2,RT @TyDunne: Have to go with the slant pass to your outside linebacker in that situation.,56
1,"I hate a ""Hacked at 20k"" ass hoe..",57
1,"@kieffer_jason keep talking I'm going to make when u can't talk, u going to be talking like a retard",58
1,RT @imGONZOE: Im hooked on money.. The pussy and weed is just a bonus!,59
1,RT @PimpUncleJoe: #MyGoalFor2012 UnHoe these bitches,60
0,Omg!!! You won't say it to my face! Stupid ass hoes talkin shit!!! Imma whoop her ass!!! *over dramatic teenage girls*,61
2,&#128553; monkey mad,62
1,@Orangeone4 @SteveWorks4You..biggest liars ever ...republican teabagger asshats like stockboy #pinoccio,63
1,@NoreigaStacks he forced it lol mad bitches came to my mind thru every bar,64
1,Fines hoes only &#128527;&#128076;,65
1,"RT @RealBobbyJay: If a mf really like you&#9786;&#65039;, they'll drop all their hoes&#128108;&#128109;, exes&#9995;&#128530;, &amp; groupies and focus only on you.. &#128107;",66
1,Harvard got the worst hoes cheerleading in America,67
1,"My bitch bad, she from the islands.",68
1,Deion's a bitch,69
2,Debating feminism with a gay professor uninformed girls and low IQ rednecks is not my idea of a fun Wednesday night,70
1,RT @Tip_It_In: #IfSheCantSuckTheDickRight slap it on her forehead.. The bitch needs a spankin.. discipline her ass &#128514;&#9995;,71
1,"&#8220;@MightBeKoi: @Satisfied_x @__troyy Edward did OSS, he sparkled&#8221; &#128514;&#128514; bitch reality",72
1,The birds singing brings thoughts of hot flesh on this #Spring morning. #Hot #sexual desire fills my head. Let me taste you &amp; feel You.,73
1,RT @TheDouch3: Tweeting about ur boyfriend won't get him off Xbox live that nigga gotta 24 kill streak rn bitch shut up,74
1,"RT @UnicornCowboy: @UglyNi99ah pepsi and cheerios
smashin on these hoes
got me blue in the taco
bae thinks of me flaco
errybody frontin
jus&#8230;",75
1,@corey_emanuel bet... My trash ass self is just that petty,76
1,""" most hated but the hoes favorite "" #2MW #SevenOne # http://t.co/BMdSVMc3rC",77
1,RT @iFollowLesbians: Lol I have an obsession with smell goods. Candles...plug ins....spray...the smelly good wax thingys...pussy....,78
0,@hellootitty nigger,79
1,Fuck a opp thot we'll shoot a bitch,80
0,"@PatDollard Fuckin muzzie cunts, should all be deported, savages",81
1,Gudnight keep that pussy tight,82
1,"I ain't got no pussy or weed, I'm on that bitch suck my dick diet",83
1,Ladies you are not a hoe if you fucked on the first night. Don't let these lonely bitches lie to you.,84
1,@kayysavage bitch this shit is SOOOO FUNNY &#128553;&#128128;&#128557;,85
0,So I decided to drive to the good walmart where the colored folks don't go bc it's food here.,86
1,Like I can't have niggas thinkin ho-tep talk time is apart of my party sets.,87
1,RT @squeakkgod: Fuck da Opps 1x Fuck dear hoes 3x &#128514;,88
1,@KingLister10 @Sweet_Loveeee @_ItsCheese that shit chunky lol,89
1,@Almighty_Woo he said he got you in workouts pussy!!!!!!,90
1,yal some faggots yup nigga you n you fuckin fruit cups.,91
1,RT @drunksixthgrade: 7th grade bitches &lt;3 http://t.co/USAEZLCs5v,92
1,RT @VadeFisse_: dont try too fuck with me &amp; got a million and TWO bitches because I will tell them all.. I PROMISE I WILL,93
1,"@kay_laa_laa I know, all the bitches love me&#128129;",94
2,"@Liveitupjersey @ccass357 don't trash Jersey...ODDS ARE..YOU WOULDN'T LAST 10 MINUTES AROUND HERE! 
Go back to watching BARNEY!",95
0,RT @anthonycampos23: Lebron your still a bitch you suck nigger hope you die,96
2,":) ""@PeterDavidsonII: At some point, we need to discuss how delicious the vegan brownie from @busboysandpoets on u St. tastes!""",97
1,' Idk why niggah give a female head then throw a condom on lmaooo niggah you already ate the whole STD &#1041204;&#1041204;,98
1,Omfg. The crazy bitch is here&#128557;&#128584;,99
1,Them hoes don't like me &#128514;&#128514;&#128514;&#128514;&#128514;&#128553;&#128553;&#128553;&#128553;&#128530;&#9996;&#65039;,100
1,Warriors ain't winning shit if Curry keep playin like a bitch,101
1,this bitch,102
1,People are such bitches!!! Complaining over stupid things!,103
1,"""On top of that, she just a pregnant ass sorry hoe. Aint never got no money. Even her water broke."" - @TallTrappin88 #RIPTALLT",104
1,@StephyRae7 where have you been hoe,105
1,My niggah I slept perfect,106
1,&#128514;&#128514;&#128514; nah if you round me you do Molly &#8220;@CallNeeshCakey: Only bitches with no nigga do Mollies...&#8221;,107
2,@LCisTJ ; so you about to purpose to Charlie?,108
1,"Hoes be like ""Hoes be like""..........But they be the hoes that be like",109
0,"@lillivonschtupp @13Damage @BrazenModels 
I don't likes dat magazine. All da black folk look like dey one chromeasome away from da ape",110
1,RT @MissVoshay: &#8220;@VaIentinesCards: http://t.co/y75Aw0Olm3&#8221; ooooo give this one to the hot pocket hoe #AAMU,111
1,RT @_BeautifulKeezy: &#8220;@100046729: @_BeautifulKeezy lmfao bitch was I talking to you &#128514;&#128514;&#8221;but I'm talking to you in my bubba voice &#128514;&#128514;&#128514;&#128128;,112
1,It's funny when u get a black female mad they start acting ghetto then a bitch,113
2,"&#8220;@King_SM If Howard elbow bosh, will bosh fight back?&#8221; don't have to got mcbob bird and UD",114
0,Every slant in #LosAngeles should be deported. Those scum have no right to be here. Chinatown should be bulldozed.,115
1,Pau a hoe. How u gon play after the trade deadline,116
1,!!!!!!! RT @UrKindOfBrand Dawg!!!! RT @80sbaby4life: You ever fuck a bitch and she start to cry? You be confused as shit,117
1,Tyga and Drake two light skin bitches but if had to choose in a fight I would go with the guy from Compton over the one from Toronto,118
1,@imxnii_ I swear this is just disgraceful like a bitch line a really be dry all day I'll only get emails from pacsun ! &#128557;&#128299;,119
0,@ZaneIsClasker the fuck r u talking about I told u once and am going to tell u against nigga I love white bitch gtf bro,120
2,RT @BestOfWorldStar: Charlie Sheen did the ice bucket challenge the right way http://t.co/IjS0b0VtoY,121
1,@TheJustinnn @toddkincannon @realbrother0003 He's a pussy,122
1,@VinniePolitan the cunt needs her hands cut off!!!!!,123
1,What a bitch.. #pshh,124
1,@kassidypeek pussy shit ^,125
1,@JAYREIDOFFICIAL a nicca anxious to hear that shit my g,126
1,"Likka downtown bitch at a secondline! RT @BallHawk_Carter: Man yeah that's ball game Teddy Bridgewater gettin in , we hit 0-3",127
1,RT @DaFuckinUnicorn: swag swag swag bitch moooob,128
1,I dont love these hoes .,129
1,"little stupid ass bitch, I ain't fuckin wit chuuu",130
1,I'm going to be an ugly niggah for Halloween so I can just be myself.,131
2,&#8220;@CommonManKFAN: And that's why mock drafts are a joke my friends.....&#8221;Anyone???,132
1,Bitch i wouldn't eat yah pussy wit another nigga tongue,133
1,RT @_kivnaaa: @VivaLaKash &#128514;&#128514;&#128514; on God i be thinking that . lol people at school be showing me this nigguh videos . im like &#128563; he famous oss &#128514;,134
1,"Idgaf if that's sounds illogical, this Twitter bitch.",135
2,@ronniecaine so 'how bout now' was just trash huh.,136
1,@WolfgangAbedeus @NickFilancia80 @clair3ismon3y You can tease this dick faggot,137
1,"@kieffer_jason bitch what? I did show up then I tweeted,dm, texted then called u and I asked u were tryna meet up bitch ur fucking weak.",138
1,"Behind every independent woman, is a pack of hating hoes",139
2,@DanWolken It's idiotic opinions like this that make polls less than trash. Polls weren't a problem when people with integrity were voting.,140
1,"My house is so piece full, thank god these little jungle bunnies are outta my face",141
1,Believe in the heart of the cards bitch.,142
0,@Newser big fucking deal...cry baby niggers,143
1,"RT @drunksixthgrade: ""And if you aint a hoe, GET UP OUT MY TRAPHOUSEEEE"" http://t.co/KyN7iZFw4i",144
0,@white_thunduh my bitch dont want your ugly ass gtfo ol peyton manning lookin ass,145
1,"&#8220;@SukaSuiti: ""@uce_INA: Nawwww If you a hoe you sittin on the floor and not my damn couuuuuch&#128131;"" but your birthday is in Feb or naa?&#8221; Nope",146
1,That's why i could always call SMURF For anything my niggah always there even when im beefing w my baby,147
1,jacobs just like stfu bitch,148
1,&#128514;&#128514;&#128514;&#128514; I hate you! RT @YumiYoko: Cyrus ho is a rookie slut. getting the cash after the date? nope nope nope.,149
1,I hate when people just randomly stop talking to you like give me a reason bitch,150
1,All the pictures of the ex are gone...there's no pictures with the side hoe posted...*slides into his dm's like* http://t.co/XMVtZ0GTPp,151
1,"@XXXratedLIPSS I always want to speak to ppl I converse with on twitter but they always look at me like ""bitch, Idk you in REAL life.."" smh",152
1,#SignsOfCockBlockin ----&gt;RT @tribexyunglion: Niggahs telling hoes I'm down talking them just so I can't get on &#128514; #FuckNiggahs,153
1,My mother even bitched his bitch ass ctfu,154
1,"RT @TattedBrunetteX: Can I get a ""fuck you"" to these bitches from all of my niggas who don't love hoes, they get no dough.",155
1,"all the money n the pussy I want, I need that there",156
0,"i find it funny when fags write ""looking for bf"" on a grindr ap. LOL thats a fucking ap dumbass.",157
2,RT @BigMac6374: I don't like the weather right now it's scaring me lol why is it yellow?,158
1,"yeah I'm a bitch, but guess what? you're still a slut.",159
2,Mommy said no pussy cats inside my dawgs house,160
1,RT @JesusMVela: &#8220;@Enriquuee_: @JesusMVela @wigga32 fucking pussy that's why&#8221; exactly. Let me @ the nigga @RyanMattheww7 were talking about &#8230;,161
1,Being a sober soul just wasnt interesting.. bitch im living #5spmg #GGL http://t.co/W58Q6Hr20j,162
1,@Barbod6FCB Am not gonna shut shit up bitch but u can get yo punk ass out there hoe ass nigga,163
1,"Just yelled out ""Damn it reeks of weed in there.""(really did) after this stoner fag didn't tip me while a cop was walking by.
HAHA bitches.",164
2,This flappy bird game addicting .,165
1,Hell I believe you too!RT @DaRealQuitaM: @VonshayeB lol I still look good I'm smaller than half these hoes,166
1,"I want some fire crackers not the baby ass fire works, Does Az have fire crackers ???",167
1,or my cup filled &#8220;@BossmobbE: Love a bitch that know to keep me one rolled&#8221;,168
1,"RT @QueenBitchhhh_: I'm scared to lose you, cause I know you get bitches.",169
1,"RT @psjohnson23: The problem with retard liberals is they think Supply &amp; Demand means ""Supply me with everything I Demand."" #VotingMatters",170
1,RT @ArlisDoNotChill: This bitch played too much Subway Surfer http://t.co/BK5UnHQO3z,171
2,"""Generate ASCII boxes with NodeJS"" all I see is the ability to bring flappy-bird in node via ASCII tubes and bird ^_^ http://t.co/lRJWDFhv7T",172
1,Thats my bitch when i feel like it.,173
1,RT @KeyanaLatricee_: Idk why your favoriting shit hoe. Bye &#128536;&#128075;,174
1,@dexfrost23 you can be a bad bitch too dex its okay,175
2,@KurtBusiek well pee is oft yellow.,176
1,I am for equality in the law for all people white black red yellow and blue. Homo's Hetero's well I draw the line... http://t.co/UGZyRtkAbw,177
1,stupid bitch&#8230;&#8230; count to H and get off my phone,178
1,Some bitches curve game be too serious,179
1,"RT @Jamilaahhh: These hoes be twerkin for Birkin, poppin coochie for Gucci, bustin wide for that Prada, Bendin over for Louis",180
1,RT @DaraUnn: @joshuataddac I haven't slapped a bitch in two weeks,181
2,@xtruthseekerx_ blaxican,182
1,@DriveMy_Lexis yasssss bitch yasssss &#128525;,183
2,some call me the song bird of my generation,184
1,"HYSTERICAL!! Calling BHO a monkey! #NorthKorea &lt; may be a bunch of assholes, but that comment made me belly laugh!!!",185
1,"@ConManBO @LastGreatStand

And a major league bitch too!",186
1,RT @Deemazz_70: @JMcCown11 got all the bitches http://t.co/A3gF4iAPS9,187
1,RT @cIavdia: wow well aren't you just a fucking cunt :),188
1,Alibaba / Jack Ma: Gotta love a guy who beat Meg Whitman's albino ass back to the US. Freakin' commie genius.,189
0,"&#8220;@TP_Three: @WestSideFlee @KekePalmer damn they got wifey &#128561;&#128561;&#128534;&#128534;&#128555;&#128553;&#128553;&#128553;&#8221;

Fall back nigga &#128299;.. I don't share my hoes",190
1,@JukeJuke_9 shit he prolly is other than that everybody else trash,191
1,Dj Khaled a fool .!!! 500k for a ring for Nikki? That bitch spends a good million on her ugly ass wigs &#128514;&#128514;&#128514;,192
1,"RT @Amazing_Trey3: Im done wasting my time, I'm just going cut a bitch off faster than I blink.",193
1,Bobby bitch&gt;Hot nigga,194
1,Hahahaha manziel is a faggot and the browns will ruin him. Win win for me,195
1,&#8220;@iamSHIRAQ: @WhereYoHussleAt u got hoes tho&#8221; WERD &#128066; WHERE &#128064;,196
2,"RT @Dodgers: ""Gracias por jugar con el corazon, ahora a ganarle a los Yankees."" -@TommyLasorda http://t.co/3FYTvuzNZB",197
1,"RT @hspiotta_21: c is for cunt
u is for ur a cunt
n is for not sure u know this but ur a cunt
t is for turn around bitch; ur a cunt",198
1,"RT @gucci10I7: side hoes shall only eat side dishes fo ye are what ye eats
-traprinthions 10:17",199
1,"""I KNOW my shoes dirty as fuck, whatever, bitch. You don't have to call!""

Like, negro... one of the first things they LOOK at is shoes, dog",200
2,"RT @amoz1939: drinking
to the last drop
washing teapot 
#haiku #mijikai",201
1,@eanahS__ girl I been wanting them shit I been growing them hoes for bout 6months,202
1,RT @mckinley719: Like bitch. You already know the answer. It's all for bri #Duh,203
1,RT @mommajjojo: When they said lifes a bitch.. They really meant it.,204
1,never lose bitches chasing money &#128524; #Priorities,205
1,@CommonGayTweets nigga byeeeee lmfao I'll be dammed if a fag stole my girl,206
1,#throwback to being bitches &amp; drinking Mikes bc we sucked @AutumnMaye http://t.co/jfCthdEDcz,207
2,Short answer: Yes. ~ Sage Grouse Rebellion: Will Obama use two small birds to limit oil drilling in the West? http://t.co/TK0nZBBTte,208
2,"If Temple beats Rutgers today, I will be a happy clam.",209
1,cut that bitch off,210
0,I still think snap chat for faggots and High Schoolers,211
1,"""I'm downloading you a new personality and ordering you a new face! You bitch.. I love you.. Goddamn it!"" -Axl Rose yelling at his sex robot",212
1,Weazy bitch birdman jr http://t.co/wXNX94BzoC,213
2,Tomorrow's agenda: bake brownies &amp; visit a couple open house.,214
1,And now lookin ass niggas and lookin ass bitches will be the terms of 2014. Will be overused &amp; abused in every fucking way,215
1,"&#8220;@_OneBadCreation: Boyfriends that'll eat yo pussy all day long 

Ur da real mvp &#128557;&#128079;&#8221; http://t.co/6dImZ71MPV",216
1,@LilKev_J pussy,217
1,I don't trust these bitches,218
1,whys this bitch wearing a striped tshirt and nike shocks,219
1,errybody in dis bitch getting tips (whispers) errybody in dis bitch getting tipsy,220
1,This bitch crazy,221
1,"@Chicago_Rose1 Dunleavy, my cracker ass honkie",222
1,These niggas ain't shit but hoes with tricks,223
1,Omg I hate this bitches fucking laugh.. shut the fuck upppp!,224
1,RT @fatandfly88: Bitches talking bout dey bout ta chill out on going out you bitches just saying dat cause its getting cold and u bitches d&#8230;,225
1,RT @LiiilBxrde: Plot twist: it takes a lot to cut that bitch off &#128528;,226
1,@carterboy_leake @italian_montana @tyg235 chill your dad gets more bitches at school than you do griff,227
2,"It feels awkward to have the @Yankees playing against the @Reds. I mean, we all know who I'm rooting for, but it's awkward.",228
2,I miss my monkey &#128533;,229
1,@TheRealJohn_Doe thats nate dumbass we all just mock him,230
2,blue-sapphire-earrings 18k-yellow-gold-clip-on-diamond Alexandra Earrings in Emerald Crystal on Emma http://t.co/5j3lRXgrcn,231
1,"@Taste_My_Lips57 she like ""imma stop talking to you because you vibing in them headphones"".Talk to me and come get this pussy in other words",232
0,&#8220;@MoffettMM: Just got done with my last final and I'm walkin around campus like I own this place&#8221; queer.,233
1,Its funny how these hoes will be texting yo phone all day and then 3 days later have a boyfriend &#128514;,234
2,"RT @TheEagleFazi: Almost 83% of children in Balochistan have never been to school, followed by 80% in Sindh, 75% in KP and 60% in Punjab. #&#8230;",235
1,&#8220;@lifeof_brandon: &#8220;@100046729: @lifeof_brandon bitch I called yu back&#8221; the lies&#128564;&#8221;&#127797;,236
1,Since you gave me the pussy that ass getting fatter,237
1,one time for the illest bitch alive,238
1,"Got my shit changed doe , find the PW now bitches ! Haha",239
1,RT @estradax187: Money is the baddest bitch I know,240
1,Never bring these hoes to my house cause these bitches talk,241
1,RT @hanginwitcoop: &#128514;&#128514;&#128514;&#128514; RT &#8220;@Peso_Peso_Peso: wtf this bitch broke her arm eery time she hit the shit https://t.co/7CtLW9eNjX&#8221;,242
1,"RT @_Crzy4tay: &#8220;@hedge_brandon: If youve only seen my couch, not my bed, then you my hoe&#8221;&#128514;&#128514;",243
2,"Bought this Lp in Manchester the other week, had no idea it was coloured vinyl. Man what a steal!!!!! #VinylGasm #Re-Machined",244
1,Two horny guys take turns beating the shit out of a tight teen pink&#160;pussy http://t.co/RbOJWLAriQ,245
1,Bitches bitches bitches,246
1,I'm a wigger,247
1,If anyone ever gets an attitude or w e with me idgaf who it is I am going to be a bitch right back &#128076;&#128076;,248
1,RT @GuyCodes: Flirting with bitches on Twitter like http://t.co/UBFtGH262O,249
1,"RT @ThePartyCodes: If my jokes offend you: 

1. I'm sorry 
2. It won't happen again 
3. 1 &amp; 2 are lies 
4. You're a pussy",250
1,@ItsLexisHope Sounds like there are some major bitches in your area.,251
1,RT @Nyash_Whisperer: After these shows yall bitches imitate n wonder u I say d things I say,252
1,I just fell in love. Just saw the baddest bitch driving a 2014 e350 amg coupe &#128525;&#128525;&#128525;&#128525;&#128525;&#128525;&#128525;&#128525;&#128525;&#128525;&#128525;&#128525;,253
1,RT @DrugFree_DatzMe: Fuk being on some chill shit . I go 0 to 100 hoes real quick. &#128526;,254
1,RT @BlackJeezuss: bitches cant finish a 6 inch sub but want a 12 inch dick,255
1,the big lips was in the ad bitch,256
2,"Want to go get this brownie, I'm stuck doe.",257
1,"""@OfficialReplay: I am lowkey tired."" ...if you tired, be quiet and go to sleep hoe!",258
1,"RT @jburnone: Cheating ain't no accident hoe!
 fallin off a bike is a accident! 
I ain't never seen a bitch trip &amp; land on no dick!",259
2,pinto grigio dreams turned into moscato reality,260
1,Shouldn't be liVing* RT @youngtravo: stank pussy should never be ate,261
1,"All theses hoes on me , they so phony &#128534;",262
2,"If the Yankees can't beat the Red Sox, they don't even deserve to be in the playoffs #yankees #redsox #mlb",263
1,#That son of a bitch moment when your walking through your house in the dark and stub your little toe on the wall,264
2,@danifreshh some weird local ghetto school haha,265
1,"Look at them hoes, man fuck them hoes niggah lets get smoked",266
1,Cut that bitch off !!,267
1,"I don't. (._.) RT @FvckFresh: Light skin Bitches will have 30 unread texts &amp; still tweet ""Nobody to talk to"" .. You bitches is outta control",268
1,RT @jcash___: Bradshaw ain't no hoe,269
1,@MarioOlvera94 follow me bitch lol u too good to follow back ha ha,270
1,#RayRice is still a bitch. @NFL got this one wrong. Women fans should be livid! #NoExcuses,271
2,RT @drunktweets81: You sure do have a pretty face for a cripple,272
1,"RT @socass_: &#8220;@00sexilexi00: @socass_ I SANG FOR YOU, YOU NAZI&#8221;

*beaner",273
1,RT @LynkinTheDog: @TNasty4Teen I do not love these hoes,274
1,I just wanna fuck bad bitches,275
1,Y'all entertained by these bitch az niggas hitting women? Smh Who raised you?,276
1,these bitches climb on me climb on me &#128523;&#128524;,277
2,No cuz redskins are dumpster juice RT @trackinBlackKev: game of the week. still the best rivalry in sports,278
2,RT @516Jake: Hungover and feeling yyyyyeelllloooowwwwww @outlawdipper @mudjug1 #dbh #yellow http://t.co/hJe7v4aWdw,279
2,I need sleep but can't seem to get that place that let's you clam down and sleep :(,280
1,Got a red ass bitch wid a red ass pussayyy,281
1,Yay I'm a redneck piece of shit! #sorrynotsorry,282
1,"RT @JonnyFootbalI: Fuck bitches, get touchdowns.",283
0,"*goes to olive garden*
*Turns into a cracker*
""@gIacier: *goes black friday shopping*

*turns into a nigger*""",284
0,Nigga just had them crackers on a chase.,285
1,Haha bitch ass gucci,286
1,Hahahaha fucking pussies @kevinlove @KingJames @cavs,287
1,RT @badgalZolanski: Retweet if ur dick will choke a bitch &#128514;,288
2,"RT @Allan_Son: I got gatorades, Twinkies, rice puddings, Pringles, and cookies &#128525;&#128555;",289
1,@_That_Vibe_ bitch I'm Gretchen Weiners I do what I want,290
1,"""you fucking pussy you couldn't even beat your dick."" - Angry Youtube Comment",291
1,"RT @scottydoesntN0: Cinco De mind yo own damn business, bitch",292
1,I grew up with niggahs don't trust no niggah no love for niggahs,293
1,Goofy ass. lmfaoo make a niggah laugh,294
1,RT @DeLaIslaaa_: Get real & fucking fight or don't play me. I don't play with pussy ass niggas.,295
1,Having sex with a guy wont keep him around for you dumb hoes who think that. Theres plenty pussy. Just gotta have a guy who wont give in,296
1,thank god FOB didnt come back doing some shitty arena tour. #iwaited5yearsforfobandiallgotwasthisshittyarena SYKEEEE,297
1,@_elennamichelle only when ur around me &#128523; gotta keep dat scent to keep filthy niggers away,298
1,&#8220;@LayaFace: We out! Brooklyn bound wit this money. Feelin like Yung Jeezy in this bitch! &#128299;&#128299; http://t.co/TOq4bFWnzG&#8221; LMAOOOO,299
1,"Mum agrees with me, ur being a wee moody cunt and you cani deal with the fact i'm right:/ #dadsbeingsilly",300
1,@Ms_Marrie I'm so tipsy... I just tried to relate hoes to mild sauce and make it relevant lol,301
2,I was in love with Charlie &#128553;,302
1,@J_Nastyy_ @Bum_Farto why would a white man even go to a nigger hell hole of Detroit? An I've worked in A town how. Y'all good niggers!,303
1,@RealSkipBayless haha how much are you payed to CONSTANTLY NOT KNOW what you're talking about??? Dumb ass &#128514;&#128076; wade is trash,304
1,&#8220;@prissyneeer: @WhereYoHussleAt smh they gotta grow up &#128514; at least you know these bitches want to be you &#128524;&#8221; I swear &#9994;,305
1,&#8220;@odlew11: Who clothes in the dryer? I'm tryna dry my clothes&#8221;throw them hoes out,306
1,RT @Lovablee_Tyy: Im a bitch when Im hungry !,307
1,"I got .05"" of rain yesterday including the bird shit in my gauge.",308
2,"@RainaluvsA in that picture yes, I haven't had an updated pic added the angel wing is colored now too, and thanks represents what I am ;)",309
1,"RT @Kerb_215: 1,2,3,4 how many niggers are in my store I knowwwww your stealing &#128514;&#128514;&#128514;, that vine still be having me weak",310
0,guy complains to me: #gays are over-sensitive... my response: and look at you complaining like little pussy. waahh waahh #hypocrite,311
2,"Stop Smokin' Bathsalt, Charlie Brown! #rejectedpeanutsspecials",312
2,Im telling you man! RT @KfromtheG: Roethlisberger got his record expunged and became trash.,313
1,That bitch.,314
1,"""What I do? @betysweetcocker: Gotta report you as spam RT @80sbaby4life: Ladies RT if your head game better than your pussy""",315
1,RT @_ThatBoyKing: All you hoes wake up,316
1,Only fw bad bitches iont do no mediocre...,317
1,"RT @LOHANTHONY: lana uses the term ""bad bitch"" in a UV track. i've never been more proud.",318
1,Ima tear that pussy UUUUP,319
1,RT @NikkiiNick22: Customers at like you make the prices... Like no bitch I don't,320
0,"@leighvl Niggas probably be watching me like ""Look at this Uncle Tom ass Rasta""",321
1,good dick tattoos bitches like dat... talk to dem any kind of way the bitches like dat...,322
1,RT @JayZOverrated: &#8220;@2charmss: Next person I see tweeting that bitch shitting on herself im unfollowing you&#8221;,323
1,RT @ThatsComplex: Hate shit like this bitch can't make a decent meal but can take a hell of a thirst trap http://t.co/uHaON0TJDw&#8221;,324
1,@Scottt3130 @Brantality @hunterxsfob I think he's retarded or somethin http://t.co/E4P56JkqcX,325
1,"RT @copperpeony: @LibsHateUs @1Dittlinger Sharpton went from being a big fat snitch to a skinny bitch. Either way, he's nothing but a carni&#8230;",326
1,"Can't trust every face, bitch you gotta watch em'",327
0,@AnimeKing420 fight me 1 on 1 ur choice of game faggot see what happens,328
1,Been hooping all day tired than bitch,329
