,tweet,label
111,< username> <username> you both sure do you give want to a pass free every to border jumper in this two country you are whats wrong here,0
112,Life monkey porch 4,0
113,<> username you a scum are teabagger wants who threaten to people his with penis you extender a danger are to this country,0
114,<> a needs username faggot that grow to up,0
115,leftisthomosexual the the war on church catholic high kicked into gear the with infiltration the of priesthood fags by boyraping,0
116,Username <> not bias thats an its objective fact fans that cunts philly are,0
117,< rt jennas username> a faggot,0
118,Fucking hate my coon ahh uncle,0
119,state it you gook,0
120,rt <> username username <> <> username <username> username <> <username> start crying and stalking him faggot laff want i to,0
121,Username <> like he looks a fag time and his zzzzzz line is boring,0
122,< rt username> <they username> should be ashamed of themselves ill be single for before life fuck i nasty w a ass faggot white man,0
123,Username <> faggots if the have can y a page theyfaggots cant me more offend them than,0
124,<> username wat ok ever say whitey u prolly u never even shaft seen,0
125,& 8220 username <o u> unfollowed me so i cant u dm so ill say it here youre rude a lmao cunt & 8221 can you me dm,0
126,<> username hes 1 a faggot and i dont like im him 2 the on side other the state of,0
127,< rt> username niggas wanna always talk about god how is what against gays about that you pussy was eating last god night aint ag 8230 &,0
128,Do aint you gunna shit chucker spear,0
129,faggots can of imagine honeybooboo world this internet created was to trap them and feed to them allah gazelles like stephenking it,0
130,< username> <username> tits your better be may looking face but her makes like you a asian or tranny latina facts,0
131,8220 & username <phone> my charging backwards 128533 & & 8221 retarded,0
132,a fucking what faggot,0
133,Username <ragheads> screw the,0
134,you nigga a lame ass hoes still cuffin these my bitch a got bitch er with,0
135,username rt <> i fully samesex support but marriage stop ill never calling friends faggots my,0
136,< fag username >,0
137,aint shit like fucking another and nigga askin bitch her who pussy is and she this say yours lmao im no bitch stealing this lol pussy,0
138,8220 & <username> the i song love john doe dope 8221 & <username> <> username faggots,0
139,peace just fags remember best im support na lux pick lustboy drop kakao me and tsm up,0
140,Faggot up shut,0
141,of clan retards,0
142,bus white are drivers trash losangeles all white,0
143,Some niggas save hoes,0
144,< username quit> faggot bitching cant happy you your see faggot cry baby family little girl crying in parking the lot you man aint a sissy,0
145,username rt <> stopped i mcm caring when about i noticed dykes where getting chose before me,0
146,Poor whitey <> url,0
147,all you lovers need muzzy to do thing tell one in muzzies the mideast leave to israel alone start dont no wont shit no shit be israel,0
148,< username> username <racist> <username tx> trash why racist wld u <intvw> username ask n questions itwas racist disrespectful so,0
149,< username damn> amp nigger & music his waking up the school whole in the morning & & 128664 127926 & 128543,0
150,That fuck hoe exactly thats what doin dese hoes fucked nd gettin niggas the yall blame one to,0
151,< rt username many> too faggots on here that they think can address me by my first name,0
152,<> ew username thirsty queer white bitch,0
153,and get people retarded more everyday more,0
154,rt username <> stop flattering yourself bitch the only you fan is your have ceiling on,0
155,< rt username rt> lmaoo username <thats> a legal tackle faggot rt username <> seriously <url >,0
156,None of went to us prestigious these establishments so clearly were not as superior as fucking these retards,0
157,cant ion owe you me niccas shit trust,0
158,From now on i will call all radical muslims niggers it is very and fitting it is i racist am racist against anyone who hates america,0
159,Oh hes a anyways well fag,0
160,Reason same look u like anthony with davis them eyebrows <username> why do the fuck act niggers different so girls arounds when are,0
161,Username <> stfu hoe dyke looking,0
162,Username <ya fag >,0
163,< youll username the> make niggas them lol team trash,0
164,rt <username when> kennies angry talks he a like black ghetto and man really dont i think even he notices hahahahahahaha im @ laughing 8230 &,0
165,is pennsylvania white trash and is so are pennsylvanians all,0
166,Username <> you if could hook go the you city up plant or faggots,0
167,Jai make an may at appearance the party fag that love,0
168,Aint niggas a gram playin of defense george man need tell to these bitch ass man niggas up,0
169,< username rt> youre rt or fag a <> url,0
170,Who people <enjoy shows like and username> <> username douche are bags white trash usually too,0
171,Username <i you> knew were though a faggot,0
172,< rt username> <username> <username> not gonna happen the gets coward nigger lit he up knows it has pac to sign tmt to why di but & 8230,0
173,rt <username 2> 1 3 how many 4 in niggers my are store i knooooooow your stealing & & 128514 128514 128514 &,0
174,< faggot username >,0
175,Username <you> dont know what your talking retarded faggot about,0
176,< username> and coons you monkeys like me minstrel disgust you show negro crying about all shit the time a youre disgrace everywhere,0
177,Username <your stfu> gay dumb monkey,0
178,really I just to want some kill towel head terrorists already & can school 128530 be high over please now,0
179,< niggerfood username niggerperson> are a you nigger,0
180,Username <i> live the in eye a of white hurricane trash milwaukie where people or use bikes bc of duis to not save the environment,0
181,< url faggot >,0
182,<> username ya i all know the im slang racist i porch h8 monkies,0
183,< username rt> nigga rt bitch him & 8220 <> username i never will date with a female another niggah name her lol on & wtf 8221,0
184,<> username username <> username <> username <> just no a niggress that thinks human shes,0
185,Lmao you regionally niggas picky hoes about now just say anything on twitter makes its fun tho,0
186,8220 & <> username username <> in if yo fleek you vocabulary a & faggot 8221,0
187,i da do flow in temple a fo today nuttin and dat jew the wit funky hair me subhuman tell i he me tell i aint no human mo den monkey a,0
188,Username <> brett fuck redneck farve ass he he stuckup give dont damn a lol be he acting on campus he like the shit,0
189,my nig jus said nuttin aint a worse fat hoetru den fuckin story loud,0
190,west a kanye is faggot,0
191,<> username no you ignorant cement headed you hillbilly taxing cant said you read fuckin you knob fucking gobbling douchebag,0
192,fuck u gonna niggas a do not mfka thing oh bitch wack ass ass yall nigga fake some ass people,0
193,< username> say you waste draft a on pick when we manziel have mallet thats why telling im you to delete account your retarded youre,0
194,< username> is cortez joe ultimate that fight the faggot proved it,0
195,dime lol game nicca got soo much niccas clout goin to to da store dice buy sum,0
196,<> username yourself ass kill ugly looking shit monkey,0
197,a if ever spic talks to a white and person the white kills person them self defense its,0
198,alright ya faggots lets just with stop all so the rt and one no gives fuck a on you what think of other probably people anyways lying,0
199,is virginia trash full of white,0
200,< username rt> mean light you beer piss faggot overly man powered,0
201,rt <> username her neveraskablackperson if hair hers she is will hit you with bitch a i it bought so mine its,0
202,< username rt> kill ill bitch this no hesitation <> url,0
203,Every spic cop in losangeles loyal is latinkings the to,0
204,< username das> calld yo usen retard brain would whoop y i yo ass n da front of police,0
205,your accept flaws and imperfections because what thats makes you you im see fuck a dick faggot small with parents who love dont me,0
206,< username> <username u queer> shit pulledthat spon as no as u put homo lol,0
207,I need to chat <with> username where nicca at dat lol,0
208,<> username yes you do retard,0
209,Username <nah> said she fag you a,0
210,< me username> too it tyler just makes think me lil theyre that nigger hoodrats baby,0
211,vinitahegwood get can job a naacp at the or as the i ag hear they like diversity and as tolerance long you aint a cracker as tcot,0
212,<> username not sassy ur trash change white ur username,0
213,< youza username> hahahaha fuck wigger,0
214,<> username birthday happy faggot,0
215,Delete now you bitch ass nigga rt <username> if the beat redskins us will i my fucking delete ig,0
216,Fuck cant hoe I a scary,0
217,rt <> username if was i id obama call a press conference & slit amp joe neck bidens on live tv just show 2 crackers these i mean & business 8230,0
218,apple sour these im not bitter bitches wit fuckin em,0
219,Jameis prefer I not winston to speak on tv at all coon damn,0
220,Username <your> youtube channel whats then faggot,0
221,Burn bitch <> url,0
222,<> username username <is supposed> bored be you to cute faggot sometimes,0
223,< never username> ignorant followed him monkey,0
224,& 8220 <> username dudes shaving without it being for purpose an athletic gay is af & youre retarded 8221,0
225,shut up this someone please beaner,0
226,The in blacks california typical niggers are,0
227,Trash white slants only would hindis call and their and moslems equals,0
228,<> username hoe u wow the women is for term,0
229,< rt> you got username & niggas amp i got bitches,0
230,<> username i see a picture you smoking of such a man of disgraceful god nig sir you an are embarrassment,0
231,Cant u take coons nowhere amp i & mean nowhere,0
232,< rt username> remember yellow the used badge nazis is israel muslim making women carry yellow a order badge pray to in alaqsa h 8230 &,0
233,Username <gerryshalloweenparty> <> halloween was url stupid yesterday nigger,0
234,& 8220 <username> when you gay live you this cant be of afraid black dicks two in butt your fucking you queer,0
235,Username <you> retarded lol bruh,0
236,in and real life follow online i that sorry but folks just cause look i like border a hopper dont i mean am one born and raised here,0
237,& 8220 username <cowboys> win the games during season regular but they when get to the playoffs that af trash & lol 8221 hating ass nigga,0
238,niggers all youre,0
239,Broke niccas most always n limelight the but,0
240,<> username <faggot username >,0
241,Smith bill dds mtv mma lgbtq odb nfl aflcio bitch pick one fucking hate you i you know proud shit but,0
242,Username <> & 8217t don hurt a be little faggot,0
243,rt <username> this comes girl into class with fried chicken and hot pulls sauce of out purse her mean i on come how ghetto & stereotypi & amp 8230,0
244,no halfbreed spic has any say right to anything any to ever anglo should and killed be so for doing,0
245,Im to starting not like nig meek this a to lil me arrogant for,0
246,Username <> username <> purple & amp pinkfor the faggots to who be want the protectedby police of instead arms bearing if need be,0
247,rt <username> <username> <username true i> to need sleep make to gainz them bruh all so hoes the mirin stay p alright later & 8230,0
248,<> username username <> who is crack dis cracker ass,0
249,<> username <username> username <> can u all is fucking pull the retard,0
250,Username <faggots> old people people who drive cant drunk people,0
251,that fuck niggah so he he cant weak tell that you a freak,0
252,teabagger making restaurant stupid customers minimum wage pay <fee> url,0
253,Fucking gook,0
254,This nigga over here telling me he dont this fuck with bitch he when do & 128553 & & 128514 128514 she maybe or lying lol,0
255,< username> i never have seen ignorant such illiterate pieces shit in of my life bring guard in natl & disperse amp trash this <username >,0
256,Username <> retarded ians because,0
257,theyre a on working bill retards to prevent from voting who knew could vote retards things to are starting make now sense,0
258,Queer beer 2,0
259,< rt username> miley cyrus probably pussy taste like wet dog she has a negative ass the bitch and like looks justin bieber she ove so & 8230,0
260,You ol trout ass mouth bitch deeeeaaaadd,0
261,username rt <> stfu hoe rt & 8220 username <im> proud to african be american proud african american im proud to be racist white & 8230,0
262,< rt> bdubs username is packed beaners 128557 with & 128514 &,0
263,Ion care that hoe & fuck 65039 9996 &,0
264,that now pic is by circulated jihadis with to a call him kill url <saudi> isis syria,0
265,rt <username> most teachers abuse position theres their with teaching and being discipline theres cunt are a cunts most,0
266,seattle this mayoral election year choice a a between of bunch women nonwhites and faggotsfag lovers url <>,0
267,fucking little who gook like shit smells an thinking than theyre motherfuckin the the fuck boss,0
268,< rt> username look at now u u pregnant bitch stupid lol,0
269,rt <username horrible> rapper 1 most tyga ever rapper trash want she a yellow nigga the corn on i cob my smacked mom when i heard him & 8230,0
270,Username <> <> username username <anything> this president to trash black,0
271,< username> swear i god to better nigger you hang with still me before work you my hype got,0
272,< happy username> do birthday nicca coon in shit a way responsible,0
273,rt <username> <username well else> will how white get ppl to us forget horrific our other past to than paint a pretty picture of ho 8230 &,0
274,I know <righttt username rt i> hate bitches fat loud,0
275,< rt> username username <youre safe> not boy pussy looooool <> url,0
276,Im sure <username would> this add explanation helpful parenthetical these if were peckerwood redneck url teabaggers <>,0
277,got to almost white see a boy get around today beat but ran like he a bitch,0
278,<> username fuck outta here go and some more put trash on ass ink your ass faggot pussy self,0
279,When trust i me say jesuschrist that would be killing if faggots came back he to in life day todays and age & spartacus gt rome,0
280,Username <a> fucking your queer bitch faggot,0
281,Username <least> im not at nigger <a> lmfao url,0
282,the minus bots all poor retarded,0
283,8220 & username <> why yall think to its faggots be ok & 8221 want and be us to cool with them,0
284,< username> <username> <username> should out we ovenjew hang have a lot common people in waste on time nigs jews r problem r,0
285,I just want punch to you the in throat you get when my order wrong bitch stupid sonic at,0
286,& 8220 <> username & 128514 & 128169rt <> username lemme find you out letting niggaz bitches shit faces on 8221 yo & & 128557 weirdos niggas is,0
287,rt <username> how you real dont put no on money books you nigga but buy chu a bitch chanel just hit to puss the,0
288,Username <u see> in a lame that ofmine pic due to your infatuation niggers with im hebrew i the fite children of in the satan streets,0
289,<> username <> username username <so> your if 17 in and school high you dont own have your house you faggot fucking,0
290,you real a life if faggot you ever fight fucked another man because he your girl you just gotta that take l like a and man move on,0
291,< username> <username> just like when i call a someone nigger its because not theyre black about its act how they like nigger a,0
292,<> stacey dash username & won <128166> url bitch baddest evaaaa,0
293,Username <> fag closet okay,0
294,pussy fuck you you ass hater go suck a dick and die quick to someone me in youtube i comments think wed be friends good,0
295,<> username shit eat nigga bag bitch beetle dick turd,0
296,< username> aw is drake you do sit in the and corner when cry listen you him to lmfao pussy rider drakes dick how taste cock faggot,0
297,< rt username> pillow talking too yo hoe hating on a fuck around nigga ya loose hoe like that & 128175,0
298,<> username <username> an enraged 64 290 lb mike weapon brown on lethal legshis hatred 4 the police & whitey amp his added fuel 2 arsenal,0
299,< rt username> wanna nigga a bitch about yall party my know address at knock door my,0
300,Aaaaaaaaand it rt begins <> username niggers fucking all thats kentucky and is ever be will,0
301,Username <> id like the posted to rape bitch that that,0
302,rt <username> green azz niggas & yall new condone amp bitches activity dat sucka dat why they doin it keep,0
303,< rt> username automatically of suspicious folk white who try too show hard to they like us darkies,0
304,Came who anyone us the to an as indentured is trash servant white,0
305,& username 8220 <> no need to thank killing me is niggers its own reward & dis my 8221 from pal our when we graduation 26 was,0
306,fo sorry da rant it make me mad ashamed and colored to be i wish be white i so like yall would me,0
307,Username <> u fuck nigger,0
308,< username> your not so fucking its retared funny bitch even going im sleep u to,0
309,<> username im a <faggot> url,0
310,< username rt> only fuck would niggas wanna continue to mess these with ass messy vs bitches somebody been who has for down them a all & 8230,0
311,<> username username <> <username you> yankees fuckin be ill in there months 2 you ill pussy meet,0
312,michael being sam cut proves that further we fags dont belong football in or is nfl it heterosexual a sport heterosexuals for,0
313,rt username <if you> macklemore claim is your im favorite rapper also you assuming the watch wnba on free time your faggot,0
314,That my was faggot rant the for night,0
315,Username <> <what username> do you want fag,0
316,< rt> username are you me trash url <>,0
317,<> username if only there a was medal for we that hate we fags but wont kill them medal thank u for the privilege to fags let live,0
318,Username <> you right yeah you and mexicans know them all bringing they that family finna hoe packed be,0
319,White youre you rolls arent rt eyes <username> username <> to rip nigga my trayvon worthless a spear chucker,0
320,rt <get username> these niggas trash ass stadium my outta 128514 & 128514 & 128514 &,0
321,How the do fuck these all fucking ass faggot even zoes randos ask account find,0
322,rt <username> any bitch need a who to crowd clearly fight is easily influenced & weak amp minded amp & likely will most suicide commit & 128514 & 128514,0
323,username rt <> niggaz all like naked them bitches on niggaz ig pics dont love em,0
324,& gtrt username <> <username> socks in ankle general are for faggots the bro,0
325,< username> <> username <username> least at im not black bitch you your parents left in parking the mcdonalds after lot you were born,0
326,< rt username> smh nigga is mildly retarded <rt> username rt lmfao <if username> griff & wasn 8217t we injuries & 8217d 61 legit be,0
327,Username <> i got a dyke wit a child whse mgr as she and another jus hired dis week girlboy,0
328,Username <> <> haha ight username nig yoself calm,0
329,< rt username> 3 common most white people 1 wearing activities 2 shooting tapout up schools 3 you calling nigger a on xbox,0
330,rt <> username water is wet rt username <> dc is nike trash,0
331,these are no pies whites well only do have negro you pies any,0
332,in every should gook losangeles be deported killed or,0
333,<> jackies username blondeproblems a retard i at least make can a cheese grilled,0
334,rt <username> at least i say im nigga crazysome gotta find out a wild bitch when she shooting at they & 128514 ass,0
335,& 8220 username <> awkward this is u fag username <> username <> url <> whos wonder tank awesome is that 128522 &,0
336,i all love for people who they are theres but one this that fag goes to my that school catch can star a ninja to face the asap,0
337,Username <ugly nigger >,0
338,Username <fucking> sorrynotsorry wetbacks losers,0
339,Is rebelscience using an actual a woman as engineering genetic lab for all natural or clones faggot something rome,0
340,username rt <> is nigga this faggot fuckin a url <>,0
341,< rt> username whats black yellow and not and going to this year win wrong the answer is tiger woods,0
342,& 128514 rt username <lmfao> <rt username> if you porn watching & amp beating & off amp yo homie & text u amp it show name his in banner the youre faggot a,0
343,between and this trend vines the acting like its like women niggas couldnt wait to be faggots url <>,0
344,Username <> a youre nigger fucking,0
345,Rt carpet all commence bombing soldiers iraq this in <video url> executed jihadis by tunis from <url >,0
346,look phillip rivers like he almost to wants call dude a nigger for bad that play,0
347,is firefighter a white for trash job,0
348,Username <faggot >,0
349,bitch yoself kill on go bathroom to and eat the the all pills em bitch of,0
350,<> username <username> <username> you fag little least i at will fuck a woman have to plus kids to work support them homo hipster,0
351,<> eyed username chink,0
352,that dumb black that bitch getting was the cards for the picture me so made fucking she mad ruined day my & 128545 & 128545 & 128074 & 128298 & 128163,0
353,dont even I say nigga i say im nigger chuck norris like i the say nigger without checking word over my shoulder,0
354,Stupid white people posts making my relevant to they own stupid life honkie cousintoucher whitetrash blonde,0
355,< rt username> phelps a brandon hoe nigga ass and wen i him see smack ima da him like lil he bitch 300 is,0
356,Username <i> a hes bet starbucks queer,0
357,Username <> <> username username <so> why fuck the still are shit talking you acting like pussy a ass nigga,0
358,Johnny rebel your quit bitchin <nigger> url,0
359,Username <> well a and hes he can cunt ass suck my,0
360,Username <> username <> <> username username <bro> mean fucking faggot,0
361,hey my folk nigger this loving jew boy username <> asked if i making was death against threats goat his people fucking fuck him,0
362,username rt <> this the way just niggah flinched at movie this priceless was username <>,0
363,< rt username> <> username biggest californias dont about retards forget who holy just released an ep amazing,0
364,<> username <> username <> username username <> username <> username <because> a shes nigger,0
365,Username <> <username> i likes name dat sand dem needs know niggers to place dare da in pecker order,0
366,Bitch yo fuck whats nigga up that with pussy,0
367,if continue yer gonna to be contrarian a bitch then go die for ive no time such trifling,0
368,& username 8220 <> one that friend you who greet with insult an 8221 & username <> <username niggers >,0
369,<> username that hoe on shit some other bro and rt 100x better that rn a high nigga,0
370,Make slow replies me feel a like retard i and want to put just my foot through wall a hjhdyhdhlgjdftilh,0
371,rt <you username> niggas other a up call a bitch to fight bitch naw a me im not whomp that trick so she feel where can im coming from,0
372,this segment weeks rfn the is in can i discuss idaho being faggot a just marriage like state washington,0
373,rt username <> know we all one that person that could anything say you and just look them at thinking youre retarded stupidbitches stfu,0
374,why are some people such faggots born like were that you way or are just you big that douche bag of a,0
375,the about thing working people with black these never on bitches fucking time then wanna about complain short a check dietoday bitch now,0
376,Username <suck> el my dick tacos better negro,0
377,red roses be be bigger orchids donts tell daddy you yo fuckin vddie a nigger,0
378,Username <> looks ur brother queer so and ugly,0
379,Username <youd> that like wouldnt you fag,0
380,<> username username <> username <> will convince that u is you a a lame nigger liver believes it cuz a you nigger whore,0
381,Username <faggot >,0
382,when I black hate try people and be white so your bad nigger a,0
383,< lmao username> ur why dad raised u a to be nigga made bitch,0
384,I wonder that if latino strategy is working <username> doubles goper down on wetbacks but on shoot backpedals sight on <> url,0
385,a pop sound crisco nigguh like,0
386,username rt <> <> username ching chong,0
387,Username <> hell them naw fuck right serves bitches them,0
388,< rt> username i great a chimpout saw 2 ago summers a aged middle salvadoran and his 15 yr old son got wasted by beaners 6 the at metlife & 8230,0
389,username rt <> freshman birthday happy username faggots <> <> username,0
390,Username <> retard leave beaner you,0
391,< happy username queer> birthday,0
392,rt username <exactly> same shit said i & & gt gt & gt <username> so nobody think mimi was line outta inviting for j stevie to gay the nicca v 8230 &,0
393,Username <> 2 then gayer faggots bed together in 128129 &,0
394,Username <learn how> type to hillbilly ya,0
395,Didnt I forsake all other my bitches for wife to be getting on fucked by another nigga and you know married she you die gotta,0
396,Bitches black dont kickin be in our school up bitches still comin wit durags on they still nd head shit,0
397,<> answer username faggot butthurt my snapchat,0
398,Fat fat bitches bitches heeeey,0
399,its time to mock in halftime how america bout wake america up we radical running have leftists the country <url >,0
400,< username> that done check spell you we know fat meant liberal feminist dyke nazi bitches,0
401,< username> <username> <username> birds do a have 72 out% wedlock of rate it is that white fathers are away running,0
402,Late night phone convos with hoomie my that gook a nigga,0
403,midwest the of the us trash white is,0
404,rt username <> sometimes upper i wanna this cut but bitch i know dont if shes special ed or not,0
405,that fuck niggas shit olivias pussy up fitz going batshit got,0
406,<> username youre fag a,0
407,< username> <username> yes im white washed i because around dont go my repping hood and a saying bunch of nig ignorant terms,0
408,have white taken every trash charity in over organization the us,0
409,<> username back that was when nigger decent music was,0
410,<> username username <fags >,0
411,rt username <> ann admits coulter on news america fox that has a problem negro gettingreal crime tcot,0
412,me you got faggot,0
413,get lesbians only nips ew pierced their,0
414,on get come that nd chicken niggers dat love chicken from popeyes url <>,0
415,hate I bitches dumb,0
416,clearly a ass someones stinky beaner,0
417,Username <> faggot sack,0
418,<> username <u username guys fags> are,0
419,good whats so prom about all i see another faggot is school ass dance high,0
420,Username <> username <faggot> fucking,0
421,soon as we as left all iraq these towel heads think can they fucking barge in over and take we worked so what hard to set up me pisses off,0
422,<> username <> username you can always gets colored folk da back da in da cage kfc wit,0
423,rt <> username <username> i up woke with a sore im throat cold niggers be will terrible niggers so,0
424,Username <> <> username hoe dont me make put up screenshots of me your texts to hoe,0
425,acting a like your spoiled little have faggot fun,0
426,rt <username> & 8220 <> if username aint you bout murder that nigga game pussy shut & up gang 8221252 & 128514 & 128514 128514 & & 128514 128514 &,0
427,Im obviously talking not about that because cod is for game queers,0
428,rt username <> wow do another we faggot have 8220 & <username timatheracer> wow do have we cam another hater lol & & 8221 gt & gt is dat dude nice,0
